,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,Comfy Turtleneck Hooded Sweater,https://dd3662-08.myshopify.com/products/8-220804914767462e-17,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.699199999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.699199999999998,-100.0,0.0,25.699199999999998,3038.0,55.0,1.8104015799868336,0.0,0.0,0.0,,,,,
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,Trendy Blouse and Pants Set,https://dd3662-08.myshopify.com/products/822386288974888960,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-1.3883999999999972,-4.895903859173992,1.5850682690137667,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-1.3883999999999972,-4.895903859173992,1.5850682690137667,28.3584,1794.0,75.0,4.1806020066889635,1.3333333333333335,100.0,0.0,28.3584,-3.0887652947719624,-3.0887652947719624,,
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,Premium Comfort Sneakers,https://dd3662-08.myshopify.com/products/822386282045898752,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-60.1248,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.1248,-100.0,0.0,60.1248,10652.0,220.0,2.0653398422831395,0.0,0.0,0.0,,,,,
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,Classic Corduroy Blazer,https://dd3662-08.myshopify.com/products/822386292061896704,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.310399999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.310399999999998,-100.0,0.0,22.310399999999998,2889.0,31.0,1.0730356524749047,0.0,0.0,0.0,,,,,
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,Elegant Classy Long Dress,https://dd3662-08.myshopify.com/products/822386302518296576,2025-02-25 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.1744,-100.0,0.0,44.95,1.0,44.95,1.0,44.95,17.98,26.970000000000002,3.795600000000004,16.3784175642088,1.9396402927368133,23.1744,2768.0,56.0,2.023121387283237,0.0,0.0,100.0,,,8.444048943270309,,
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,Soft Comfy Hoodie,https://dd3662-08.myshopify.com/products/822386305752104960,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.831999999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.831999999999997,-100.0,0.0,26.831999999999997,4354.0,67.0,1.53881488286633,0.0,0.0,0.0,,,,,
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,Casual Supreme Sneakers,https://dd3662-08.myshopify.com/products/822386295509614592,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-27.9168,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.9168,-100.0,0.0,27.9168,4423.0,83.0,1.876554374858693,0.0,0.0,0.0,,,,,
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,Full Zip-up Dress Jacket,https://dd3662-08.myshopify.com/products/822904755763281920,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,64.95,1.0,64.95,25.980000000000004,38.97,14.845200000000002,61.535017906884214,2.6922502984480703,0.0,0.0,64.95,1.0,64.95,25.980000000000004,38.97,14.845200000000002,61.535017906884214,2.6922502984480703,24.124799999999997,1991.0,116.0,5.826217980914113,0.8620689655172413,100.0,0.0,24.124799999999997,22.85635103926097,22.85635103926097,,
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,Classic Elegant Leather Biker Jacket,https://dd3662-08.myshopify.com/products/822904755616481280,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.2624,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.2624,-100.0,0.0,22.2624,2224.0,43.0,1.9334532374100721,0.0,0.0,0.0,,,,,
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,Radiant Denim Maxi Dress,https://dd3662-08.myshopify.com/products/822904745290104832,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-21.2256,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.2256,-100.0,0.0,21.2256,1612.0,43.0,2.6674937965260543,0.0,0.0,0.0,,,,,
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,Classic Suede Fleece-lined Jacket,https://dd3662-08.myshopify.com/products/822904755318685696,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,59.95,1.0,59.95,23.980000000000004,35.97,-44.0076,-55.0249069739527,0.7495848837674549,0.0,0.0,59.95,1.0,59.95,23.980000000000004,35.97,-44.0076,-55.0249069739527,0.7495848837674549,79.9776,6549.0,266.0,4.06168880745152,0.37593984962406013,100.0,0.0,79.9776,-73.40717264386988,-73.40717264386988,,
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,4.904399999999999,19.566258138644194,1.9927709689774034,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,4.904399999999999,19.566258138644194,1.9927709689774034,25.0656,4188.0,331.0,7.903533906399236,0.3021148036253776,100.0,0.0,25.0656,9.818618618618617,9.818618618618617,,
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,Elegant Casual Shirt,https://dd3662-08.myshopify.com/products/823939178185097216,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.5248,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.5248,-100.0,0.0,26.5248,1532.0,102.0,6.657963446475196,0.0,0.0,0.0,,,,,
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,Trendy Fashionable Art Printed Shirt,https://dd3662-08.myshopify.com/products/823939122547654656,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.4624,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.4624,-100.0,0.0,23.4624,1681.0,89.0,5.29446757882213,0.0,0.0,0.0,,,,,
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,Elegant Single-button Wool Coat,https://dd3662-08.myshopify.com/products/823939176662564864,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-68.0832,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0832,-100.0,0.0,68.0832,7014.0,381.0,5.431993156544055,0.0,0.0,0.0,,,,,
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,Classic Floral Button-down Shirt,https://dd3662-08.myshopify.com/products/824294251511676928,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,27.983999999999998,3030.0,212.0,6.996699669966996,0.4716981132075472,100.0,0.0,27.983999999999998,-2.255839822024462,-2.255839822024462,,
2 MARCH - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT -  RELAUNCH,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-03-02 00:00:00+00:00,2025-03-09 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,131.48160000000001,12561.0,509.0,4.052225141310405,0.19646365422396855,100.0,0.0,131.48160000000001,-203.22642642642643,-203.22642642642643,,
1 MARCH - Hooded Parka with Circular Quilting - 1.55 - SINGLE PRODUCT,Hooded Parka with Circular Quilting,https://dd3662-08.myshopify.com/products/824294260642676736,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-75.696,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.696,-100.0,0.0,75.696,6292.0,360.0,5.72155117609663,0.0,0.0,0.0,,,,,
1 MARCH - Elegant Long Sleeved Dress - 1.55 - SINGLE PRODUCT,Elegant Long Sleeved Dress,https://dd3662-08.myshopify.com/products/824294253361364992,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.444799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.444799999999997,-100.0,0.0,22.444799999999997,1497.0,43.0,2.8724114896459585,0.0,0.0,0.0,,,,,
1 MARCH - Elegant and Comfortable Turtleneck Sweater - 1.57 - SINGLE PRODUCT,Elegant and Comfortable Turtleneck Sweater,https://dd3662-08.myshopify.com/products/799023666133204992,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.9088,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.9088,-100.0,0.0,32.9088,1400.0,112.0,8.0,0.0,0.0,0.0,,,,,
1 MARCH - Vintage Stripe and Letter Printed Button-down Jacket - 1.53 - SINGLE PRODUCT,Vintage Stripe and Letter Printed Button-down Jacket,https://dd3662-08.myshopify.com/products/824294256146382848,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.059199999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.059199999999997,-100.0,0.0,23.059199999999997,1490.0,51.0,3.422818791946309,0.0,0.0,0.0,,,,,
1 MARCH - Bi-color Classic Polo shirt - 1.64 - SINGLE PRODUCT,Bi-color Classic Polo Shirt,https://dd3662-08.myshopify.com/products/824294249271918592,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,6.234000000000002,30.063657407407412,2.1677276234567904,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,6.234000000000002,30.063657407407412,2.1677276234567904,20.736,1161.0,30.0,2.5839793281653747,3.3333333333333335,100.0,0.0,20.736,13.868743047830925,13.868743047830925,,
3 MARCH - Elegant and Refined Ruffled Shirt - 1.45 - SINGLE PRODUCT,Elegant and Refined Ruffled Shirt,https://dd3662-08.myshopify.com/products/824634744502222848,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,34.95,1.0,34.95,13.980000000000002,20.97,-58.9404,-73.75810908217203,0.4373648486304662,0.0,0.0,34.95,1.0,34.95,13.980000000000002,20.97,-58.9404,-73.75810908217203,0.4373648486304662,79.9104,7826.0,421.0,5.379504216713519,0.23752969121140144,100.0,0.0,79.9104,-168.64206008583687,-168.64206008583687,,
3 MARCH - Elegant Evening Dress with Floral Charm - 0.00 - SINGLE PRODUCT,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,584.35,13.0,44.95,233.74,350.61,112.97160000000002,47.53928657994669,2.458988109665778,0.0,0.0,584.35,13.0,44.95,233.74,350.61,112.97160000000002,47.53928657994669,2.458988109665778,237.6384,43402.0,1665.0,3.836228745219114,0.7807807807807807,100.0,0.0,18.279876923076923,19.332865577136992,19.332865577136992,,
3 MARCH - Comfy Drawstring Trousers - 1.59 - SINGLE PRODUCT,Comfy Drawstring Trousers,https://dd3662-08.myshopify.com/products/824634763951210496,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-31.6896,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.6896,-100.0,0.0,31.6896,1368.0,37.0,2.7046783625730995,0.0,0.0,0.0,,,,,
3 MARCH - Four-Striped Hooded Sweater - 1.59 - SINGLE PRODUCT,Four-Striped Hooded Sweater,https://dd3662-08.myshopify.com/products/824634746528071680,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.4288,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.4288,-100.0,0.0,32.4288,4264.0,169.0,3.9634146341463414,0.0,0.0,0.0,,,,,
3 MARCH - Stylish Short-sleeved Polo Shirt - 1.66 - SINGLE PRODUCT,Stylish Short-sleeved Polo Shirt,https://dd3662-08.myshopify.com/products/824634785451212800,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-43.3056,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.3056,-100.0,0.0,43.3056,3188.0,94.0,2.9485570890840656,0.0,0.0,0.0,,,,,
4 MARCH - Classic Two-button Blazer - 1.55 - SINGLE PRODUCT,Classic Two-button Blazer,https://dd3662-08.myshopify.com/products/824988531112804352,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.4016,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4016,-100.0,0.0,25.4016,3036.0,144.0,4.743083003952568,0.0,0.0,0.0,,,,,
4 MARCH - Loose Casual Lounge Set - 1.57 - SINGLE PRODUCT,Loose Casual Lounge Set,https://dd3662-08.myshopify.com/products/817820007248429056,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.928,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.928,-100.0,0.0,26.928,1641.0,86.0,5.2407068860450945,0.0,0.0,0.0,,,,,
4 MARCH - Steel Toe Safety Shoes - 1.55 - SINGLE PRODUCT,Steel Toe Safety Shoes,https://dd3662-08.myshopify.com/products/818915744933740544,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.147199999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.147199999999998,-100.0,0.0,28.147199999999998,2313.0,73.0,3.156074362300043,0.0,0.0,0.0,,,,,
5 MARCH - Classic Corduroy Button-down Jacket - 1.64 - SINGLE PRODUCT,Classic Corduroy Button-down Jacket,https://dd3662-08.myshopify.com/products/825400510801510400,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.0544,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0544,-100.0,0.0,32.0544,2750.0,76.0,2.7636363636363637,0.0,0.0,0.0,,,,,
4 MARCH - Elegant Floral Dress - 1.46 - SINGLE PRODUCT,Elegant Floral Dress,https://dd3662-08.myshopify.com/products/819597976149164032,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,179.8,4.0,44.95,71.92,107.88000000000001,65.65920000000001,155.51386994088224,4.258564499014704,0.0,0.0,179.8,4.0,44.95,71.92,107.88000000000001,65.65920000000001,155.51386994088224,4.258564499014704,42.2208,6052.0,410.0,6.774619960343688,0.975609756097561,100.0,0.0,10.5552,36.51790878754172,36.51790878754172,,
4 MARCH - Heartbeat Sweater and Pants Set - 1.62 - SINGLE PRODUCT,Heartbeat Sweater and Pants Set,https://dd3662-08.myshopify.com/products/8-217046696916419e-17,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-41.7216,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.7216,-100.0,0.0,41.7216,3878.0,116.0,2.9912325941206808,0.0,0.0,0.0,,,,,
5 MARCH - Soft Wide Comfort Shoes - 1.58 - SINGLE PRODUCT,Soft Wide Comfort Shoes,https://dd3662-08.myshopify.com/products/824987737361743872,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-15.6096,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.6096,-100.0,0.0,15.6096,1217.0,49.0,4.026294165981923,0.0,0.0,0.0,,,,,
5 MARCH - Loose-Fitted Ruffle Dress - 1.59 - SINGLE PRODUCT,Loose-Fitted Ruffle Dress,https://dd3662-08.myshopify.com/products/824987737382715392,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-48.91799999999999,-64.46078431372548,0.5923202614379086,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-48.91799999999999,-64.46078431372548,0.5923202614379086,75.88799999999999,5898.0,452.0,7.66361478467277,0.22123893805309736,100.0,0.0,75.88799999999999,-108.82758620689653,-108.82758620689653,,
5 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT,Elegant 2 Piece Set,https://dd3662-08.myshopify.com/products/812339355698855936,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-15.3408,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.3408,-100.0,0.0,15.3408,1337.0,65.0,4.861630516080777,0.0,0.0,0.0,,,,,
5 MARCH - Elegant Two-piece Pants and Cardigan Set - 1.56 - SINGLE PRODUCT,Elegant Two-piece Pants and Cardigan Set,https://dd3662-08.myshopify.com/products/825400508041658368,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,99.9,2.0,49.95,39.96000000000001,59.94,-19.557600000000008,-24.601497403695213,1.2566417099384133,0.0,0.0,99.9,2.0,49.95,39.96000000000001,59.94,-19.557600000000008,-24.601497403695213,1.2566417099384133,79.4976,3958.0,286.0,7.225871652349672,0.6993006993006993,100.0,0.0,39.7488,-19.577177177177184,-19.577177177177184,,
6 MARCH - Cargo Jogger Pants - 1.49 - SINGLE PRODUCT,Cargo Jogger Pants,https://dd3662-08.myshopify.com/products/825400519055900672,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-36.192,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.192,-100.0,0.0,36.192,2657.0,169.0,6.360557019194581,0.0,0.0,0.0,,,,,
6 MARCH - Breathable Sport Shoes - 1.47 - SINGLE PRODUCT,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.1088,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.1088,-100.0,0.0,22.1088,2242.0,53.0,2.3639607493309547,0.0,0.0,0.0,,,,,
6 MARCH - Leopard Print Blazer and Pants Set - 1.57 - SINGLE PRODUCT,Leopard Print Blazer and Pants Set,https://dd3662-08.myshopify.com/products/826521387123343360,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.7216,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.7216,-100.0,0.0,23.7216,1219.0,81.0,6.6447908121411,0.0,0.0,0.0,,,,,
6 MARCH - Comfortable and Flexible Clogs - 1.46 - SINGLE PRODUCT,Comfortable and Flexible Clogs,https://dd3662-08.myshopify.com/products/826521395671334912,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.771199999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.771199999999997,-100.0,0.0,22.771199999999997,2589.0,129.0,4.9826187717265356,0.0,0.0,0.0,,,,,
05  MARCH - Elegant Evening Dress with Floral Charm - 0.00 - SINGLE PRODUCT - RELAUNCH,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,404.55,9.0,44.95,161.82000000000002,242.73,66.3492,37.617019539541715,2.2936169923256955,0.0,0.0,404.55,9.0,44.95,161.82000000000002,242.73,66.3492,37.617019539541715,2.2936169923256955,176.3808,24547.0,1097.0,4.468977879170571,0.8204193254329991,100.0,0.0,19.597866666666665,16.40074156470152,16.40074156470152,,
7 MARCH - Vintage Style Casual Suede Loafers - 1.64 - SINGLE PRODUCT,Vintage Style Casual Suede Loafers,https://dd3662-08.myshopify.com/products/826521433621397504,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-18.1728,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.1728,-100.0,0.0,18.1728,1401.0,27.0,1.9271948608137044,0.0,0.0,0.0,,,,,
7 MARCH - Casual Trendy Shirt - 1.49 - SINGLE PRODUCT,Casual Trendy Shirt,https://dd3662-08.myshopify.com/products/826891151947595776,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-20.505599999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.505599999999998,-100.0,0.0,20.505599999999998,1117.0,44.0,3.9391226499552374,0.0,0.0,0.0,,,,,
7 MARCH - Leopard Print V-Neck Jumpsuit - 1.57 - SINGLE PRODUCT,Leopard Print V-Neck Jumpsuit,https://dd3662-08.myshopify.com/products/826891201490714624,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-17.3376,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.3376,-100.0,0.0,17.3376,1748.0,28.0,1.6018306636155606,0.0,0.0,0.0,,,,,
7 MARCH - Lightweight and Ergonomic Loafers - 1.61 - SINGLE PRODUCT,Lightweight and Ergonomic Loafers,https://dd3662-08.myshopify.com/products/826891208579088384,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.899199999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.899199999999997,-100.0,0.0,26.899199999999997,4816.0,116.0,2.408637873754153,0.0,0.0,0.0,,,,,
7 MARCH - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,Elegant Classy Long Dress,https://dd3662-08.myshopify.com/products/822386302518296576,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.2672,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.2672,-100.0,0.0,25.2672,2020.0,58.0,2.8712871287128716,0.0,0.0,0.0,,,,,
7 MARCH - Elegant Two-piece Pants and Cardigan Set - 1.56 - SINGLE PRODUCT - RELAUNCH 2,Elegant Two-piece Pants and Cardigan Set,https://dd3662-08.myshopify.com/products/825400508041658368,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-8.361600000000001,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.361600000000001,-100.0,0.0,8.361600000000001,1295.0,34.0,2.6254826254826256,0.0,0.0,0.0,,,,,
